,jurisdiction,year,includes_jails,prisoner_count,State.Min.Wage,Fed.Min.Wage,Eff.Min.Wage,CPI.Average,DOL.Low.Value,DOL.High.Value,median_income,prisoner_count_per_milion,violent_crime_per_million,murder_manslaughter_per_million,rape_legacy_per_million,rape_revised_per_million,robbery_per_million,agg_assault_per_million,property_crime_per_million,burglary_per_million,larceny_per_million,vehicle_theft_per_million,White,Black,Hispanic,Asian.Native.Hawaiian.and.Pacific.Islander,American.Indian.Alaska.Native,Multiple.Races,Total,unemployment_rate
243,Nebraska,2016,FALSE,5167,9,7.25,9,240.007,9,9,60651,2708.634868,2967.598604,25.68668638,NA,580.8336431,495.9103126,1865.167962,22644.64881,3385.924639,16779.69682,2479.027345,0.087,0.281,0.246,0.197,0.32,NA,0.117,3.1
244,Nevada,2008,FALSE,12877,6.33,5.85,6.33,215.303,6.33,6.33,62481,4952.374213,7296.839011,63.45746254,425.3572944,NA,2494.455164,4313.56909,34615.46893,9327.862403,19158.00024,6129.606291,0.08,0.186,0.179,0.071,0.106,0.12,0.114,6.7
245,Nevada,2009,FALSE,12570,6.55,6.55,6.55,214.537,6.55,6.85,58908,4755.806189,7051.986599,59.02193838,387.4260571,NA,2280.668234,4324.870369,30636.92617,8367.116457,17579.07899,4690.730718,0.085,0.201,0.19,0.078,0.247,0.145,0.124,11.3
246,Nevada,2010,FALSE,12192,6.55,7.25,7.25,218.056,6.55,7.55,57688,4508.403891,6629.853458,58.42583783,356.8413513,NA,1959.114486,4255.471783,27735.26291,8241.001404,15728.01367,3766.247837,0.104,0.245,0.23,0.11,0.241,0.146,0.151,13.5
247,Nevada,2011,FALSE,12159,7.25,7.25,7.25,224.939,7.25,8.25,51384,4470.174572,5680.823874,51.10241512,335.6583094,NA,1583.807226,3710.255924,25762.60244,7478.599485,14763.08332,3520.919638,0.111,0.259,0.238,0.14,0.296,0.125,0.161,13
248,Nevada,2012,FALSE,12594,7.25,7.25,7.25,229.594,7.25,8.25,50629,4572.397012,6086.000565,45.01963074,338.0102921,NA,1785.536645,3917.433997,28140.89983,8030.921225,16472.82811,3637.15049,0.11,0.269,0.237,0.097,0.336,0.094,0.158,11.2
249,Nevada,2013,FALSE,12789,7.25,7.25,7.25,232.957,7.25,8.25,54646,4581.417692,6049.807021,58.39167127,390.4719122,530.8985081,1856.711854,3603.804988,28363.66476,8256.15244,16525.91766,3581.594659,0.108,0.278,0.224,0.109,0.269,0.174,0.157,9.6
250,Nevada,2014,FALSE,12693,7.25,7.25,7.25,236.736,7.25,8.25,51694,4470.784569,6355.889668,59.87815148,350.4632984,477.9685386,2097.1442,3720.898778,26254.10385,7723.224868,14943.47326,3587.405723,0.106,0.267,0.208,0.1,0.207,0.144,0.149,7.9
251,Nevada,2015,FALSE,13235,7.25,7.25,7.25,237.017,7.25,8.25,53812,4578.246153,6959.210888,61.57369212,428.2484879,583.9123163,2174.796643,4138.928237,26683.20162,7734.762673,15021.90536,3926.533591,0.104,0.267,0.205,0.105,0.247,0.178,0.149,6.8
252,Nevada,2016,FALSE,13932,7.25,7.25,7.25,240.007,7.25,8.25,56623,4739.978239,6778.590758,77.57070331,NA,588.2445001,2156.329463,3956.446091,25830.36376,6401.624358,14952.43351,4476.305893,0.095,0.214,0.189,0.107,0.31,0.129,0.136,5.7
253,New Hampshire,2008,FALSE,2854,6.5,5.85,6.5,215.303,6.5,6.5,75528,2169.007812,1561.016835,10.6398421,292.5956579,NA,319.9552519,937.8260827,21573.79984,3242.111887,17262.38383,1069.304132,0.074,NA,NA,NA,NA,NA,0.076,3.9
254,New Hampshire,2009,FALSE,2915,7.25,6.55,7.25,214.537,7.25,7.25,73450,2200.705887,1604.288168,8.304550516,301.228696,NA,342.7514486,952.0034728,21735.27358,3710.624162,17173.81047,850.8389483,0.076,NA,0.201,0.219,NA,0.208,0.086,6.2
255,New Hampshire,2010,FALSE,2617,7.25,7.25,7.25,218.056,7.25,7.25,75077,1987.383117,1673.745659,9.872365502,312.1186324,NA,341.7357289,1010.018932,22197.63413,4134.242907,17306.25673,757.1344928,0.077,0.274,0.153,NA,NA,0.141,0.082,5.8
256,New Hampshire,2011,FALSE,2423,7.25,7.25,7.25,224.939,7.25,7.25,71960,1838.660745,2173.307624,12.14138337,440.8839838,NA,386.2477586,1334.034498,24856.44711,4738.174862,19272.92843,845.3438174,0.081,NA,0.199,0.074,NA,0.165,0.088,5.4
257,New Hampshire,2012,FALSE,2568,7.25,7.25,7.25,229.594,7.25,7.25,72541,1943.074279,2149.639419,11.34973294,367.7313473,NA,356.3816143,1414.176724,24268.75562,4530.81339,18934.38114,803.5610922,0.091,NA,0.179,NA,NA,0.198,0.097,5.5
258,New Hampshire,2013,FALSE,2623,7.25,7.25,7.25,232.957,7.25,7.25,72831,1983.190888,2231.940336,15.87762434,394.6723766,588.2281781,489.1820453,1138.652489,22136.43265,3764.509124,17658.1865,713.7370182,0.08,NA,0.206,0.157,NA,NA,0.088,5.1
259,New Hampshire,2014,FALSE,2723,7.25,7.25,7.25,236.736,7.25,7.25,76073,2052.286193,1961.090221,9.044228539,345.1880559,447.6893127,404.7292271,1099.627453,19626.72961,3136.839931,15843.98103,645.9086548,0.086,NA,0.202,NA,NA,0.225,0.093,4.3
260,New Hampshire,2015,FALSE,2661,7.25,7.25,7.25,237.017,7.25,7.25,78299,1999.837668,1993.073843,10.52150596,346.4581605,471.2131597,351.7189135,1159.620264,17457.43299,2605.575797,14182.2385,669.6187006,0.073,0.228,0.185,0.093,NA,0.12,0.079,3.4
261,New Hampshire,2016,FALSE,2599,7.25,7.25,7.25,240.007,7.25,7.25,77900,1946.794605,1998.479418,14.23204983,NA,456.1746497,322.8428145,1205.229904,15223.04993,2238.926154,12324.95515,659.1686236,0.063,NA,0.15,NA,NA,0.203,0.069,2.9
262,New Jersey,2008,FALSE,24835,7.15,5.85,7.15,215.303,7.15,7.15,74535,2860.298243,3265.243224,43.30469657,129.2230573,NA,1462.800402,1629.915069,22933.86785,4653.181784,15956.51379,2324.172279,0.051,0.179,0.16,0.052,NA,0.106,0.087,5.3
263,New Jersey,2009,FALSE,24115,7.15,6.55,7.15,214.537,7.15,7.15,74189,2769.375609,3113.66705,36.63407918,119.5488289,NA,1336.627108,1620.857033,20757.62721,4242.777603,14734.36445,1780.485152,0.055,0.185,0.183,0.075,NA,0.106,0.095,9.1
264,New Jersey,2010,FALSE,24488,7.25,7.25,7.25,218.056,7.25,7.25,70947,2782.85598,3074.574017,42.16104086,111.4824288,NA,1343.01666,1577.913888,20801.18933,4401.567209,14631.81308,1767.809034,0.059,0.183,0.195,0.081,0.162,0.13,0.102,9.5
265,New Jersey,2011,FALSE,23642,7.25,7.25,7.25,224.939,7.25,7.25,68091,2676.01669,3079.083073,43.0118578,113.8682341,NA,1381.925716,1540.277266,21474.12276,4894.070283,14608.86431,1971.188167,0.059,0.193,0.196,0.067,NA,0.131,0.103,9.3
266,New Jersey,2012,FALSE,23050,7.25,7.25,7.25,229.594,7.25,7.25,71336,2599.306769,2901.187212,43.75405754,116.7150762,NA,1283.865838,1456.852241,20465.28381,4774.379609,13832.37167,1858.532532,0.063,0.198,0.2,0.063,NA,0.16,0.107,9.3
267,New Jersey,2013,FALSE,22263,7.25,7.25,7.25,232.957,7.25,7.25,67198,2498.23206,2889.299694,45.33466973,96.61670951,133.423075,1356.000369,1354.54158,18810.97036,4026.593946,13241.8755,1542.500916,0.064,0.212,0.221,0.056,0.28,0.174,0.114,8.2
268,New Jersey,2014,FALSE,21394,8.25,7.25,8.25,236.736,8.25,8.25,67622,2393.553494,2611.942595,39.04600212,106.6213181,142.5346897,1174.512694,1255.849209,17340.56449,3547.704089,12483.30895,1309.551446,0.065,0.198,0.211,0.064,0.252,0.135,0.111,6.8
269,New Jersey,2015,FALSE,20294,8.38,7.25,8.38,237.017,8.38,8.38,70728,2265.457753,2554.026211,40.52237924,113.7529048,153.270597,1086.066743,1274.166492,16264.87928,3121.227888,11828.85088,1314.800503,0.061,0.181,0.2,0.066,NA,0.143,0.106,5.8
270,New Jersey,2016,FALSE,19458,8.38,7.25,8.38,240.007,8.38,8.38,69940,2167.197421,2434.839286,42.10096748,NA,161.9439331,995.7212943,1235.073091,15371.53101,2809.961133,11300.32291,1261.246973,0.064,0.171,0.183,0.064,0.273,0.12,0.103,5
271,New Mexico,2008,FALSE,6321,6.5,5.85,6.5,215.303,6.5,6.5,48052,3185.416327,6534.613749,81.13463512,563.4069693,NA,1083.978883,4806.093261,38157.46771,10434.61959,23682.74644,4040.101675,0.099,0.273,0.218,NA,0.291,0.136,0.173,4.5
272,New Mexico,2009,FALSE,6584,7.5,6.55,7.5,214.537,7.5,7.5,49869,3276.158137,6323.920682,98.52358918,531.9278628,NA,961.3513854,4732.117844,37139.90997,10924.67374,22979.88079,3235.355439,0.106,0.275,0.234,0.119,0.26,0.214,0.183,7.5
273,New Mexico,2010,FALSE,6659,7.5,7.25,7.5,218.056,7.5,7.5,50853,3223.272229,5879.724848,67.76664845,464.2015419,NA,782.2207421,4565.535916,34258.94508,10176.13036,21541.5654,2541.249317,0.109,0.213,0.268,0.137,0.3,0.244,0.204,8.1
274,New Mexico,2011,FALSE,6687,7.5,7.25,7.5,224.939,7.5,7.5,45856,3216.954655,5726.727712,76.00999483,411.8009847,NA,827.4505767,4411.466156,35382.65259,10304.16506,22480.67759,2597.80995,0.113,0.239,0.28,0.08,0.349,0.178,0.214,7.5
275,New Mexico,2012,FALSE,6640,7.5,7.25,7.5,229.594,7.5,7.5,46448,3186.883861,5596.244853,55.67447709,459.314436,NA,886.472062,4194.783877,36041.54468,10263.30188,23156.2629,2621.9799,0.129,0.277,0.246,0.097,0.344,0.212,0.206,7.1
276,New Mexico,2013,FALSE,6767,7.5,7.25,7.5,232.957,7.5,7.5,42336,3242.616423,6224.558495,58.93923748,543.8701995,749.9179403,877.8592119,4537.842105,37835.15702,10459.55834,24508.18081,2867.417862,0.123,0.21,0.294,0.175,0.426,0.16,0.233,6.9
277,New Mexico,2014,FALSE,6948,7.5,7.25,7.5,236.736,7.5,7.5,48388,3331.460146,5973.900685,48.42796125,513.5281832,707.2400282,1000.205219,4218.027476,35422.89597,8872.865574,23534.07123,3015.959171,0.137,0.189,0.257,0.122,0.332,0.243,0.214,6.7
278,New Mexico,2015,FALSE,7104,7.5,7.25,7.5,237.017,7.5,7.5,46684,3407.016132,6561.287683,56.11217447,582.7033503,801.8765446,1191.784218,4511.514746,36973.60666,8193.816247,24690.79554,4088.994868,0.124,0.241,0.257,0.109,0.332,0.2,0.209,6.5
279,New Mexico,2016,FALSE,6996,7.5,7.25,7.5,240.007,7.5,7.5,49493,3354.700609,6993.754771,66.65285658,NA,732.2223885,1312.437903,4882.441624,39286.82402,8286.052962,25369.80347,5630.967588,0.124,0.213,0.241,NA,0.325,0.211,0.201,6.6
280,New York,2008,FALSE,60198,7.15,5.85,7.15,215.303,7.15,7.15,57592,3088.613786,3978.697708,42.89313806,143.5586128,NA,1630.91409,2161.331867,19938.07483,3362.904116,15287.70957,1287.46114,0.089,0.21,0.23,0.15,0.222,0.167,0.136,5.4
281,New York,2009,FALSE,58479,7.15,6.55,7.15,214.537,7.15,7.15,57513,2992.561505,3843.624115,39.96632185,132.1293765,NA,1440.066918,2231.461499,19319.80186,3212.094822,14988.49651,1119.210532,0.091,0.208,0.249,0.16,0.266,0.156,0.141,8.3
282,New York,2010,FALSE,56420,7.25,7.25,7.25,218.056,7.25,7.25,56089,2908.966267,3943.861179,44.75332719,144.2108942,NA,1476.137969,2278.758988,19577.51828,3394.601738,15118.7876,1064.12894,0.095,0.226,0.254,0.177,0.227,0.176,0.15,8.6
283,New York,2011,FALSE,55196,7.25,7.25,7.25,224.939,7.25,7.25,55309,2830.329548,3972.132361,39.43262958,141.0652327,NA,1456.54596,2335.088538,19066.98399,3344.697178,14735.2404,987.0464068,0.101,0.231,0.27,0.175,0.304,0.211,0.159,8.3
284,New York,2012,FALSE,54058,7.25,7.25,7.25,229.594,7.25,7.25,51000,2761.42495,4062.857179,34.88943803,144.9214285,NA,1462.649018,2420.397295,19169.67735,3289.159627,14995.91977,884.5979478,0.1,0.228,0.271,0.205,0.236,0.197,0.16,8.5
285,New York,2013,FALSE,53312,7.25,7.25,7.25,232.957,7.25,7.25,52665,2706.786463,3938.071699,32.69752555,130.7393296,180.1410258,1383.095176,2342.137971,18207.19061,2865.806106,14555.27303,786.1114722,0.104,0.242,0.261,0.189,0.264,0.196,0.161,7.7
286,New York,2014,FALSE,52362,8,7.25,8,236.736,8,8,56290,2651.747091,3818.349703,31.24647559,198.4176521,275.14117,1217.700982,2294.261076,17182.11788,2571.681162,13813.52498,796.9117341,0.101,0.219,0.256,0.18,0.19,0.187,0.156,6.3
287,New York,2015,FALSE,51485,8.75,7.25,8.75,237.017,8.75,8.75,60017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,0.223,0.254,0.159,0.238,0.185,0.152,5.3
288,New York,2016,FALSE,50611,9,7.25,9,240.007,9,9,62758,2551.435284,3746.417046,31.70956499,NA,316.6419359,1124.70651,2273.359035,15387.15463,2008.944618,12653.07427,725.1357437,0.096,0.205,0.243,0.168,0.234,0.184,0.148,4.9
289,North Carolina,2008,FALSE,39957,6.15,5.85,6.15,215.303,6.15,6.15,48997,4332.59665,4676.107579,64.95045657,248.9586783,NA,1553.064089,2809.134355,40419.24381,12096.18219,25425.01345,2898.048168,0.1,0.242,0.272,0.094,0.255,0.248,0.146,6.1
290,North Carolina,2009,FALSE,40133,6.55,6.55,6.55,214.537,6.55,6.55,47995,4278.168241,4045.034562,52.12728353,245.8190507,NA,1260.542183,2486.546044,36639.08433,11494.65232,23017.34037,2127.091647,0.109,0.262,0.342,0.132,0.287,0.245,0.163,10.6
291,North Carolina,2010,FALSE,40375,7.25,7.25,7.25,218.056,7.25,7.25,49384,4223.222988,3627.421672,49.58037638,209.4091002,NA,1006.251521,2362.180675,34434.5128,10755.59448,21762.75183,1916.166487,0.118,0.277,0.337,0.137,0.292,0.237,0.174,10.9
292,North Carolina,2011,FALSE,39662,7.25,7.25,7.25,224.939,7.25,7.25,49378,4109.582086,3462.920249,51.60031967,202.9819804,NA,978.9554624,2229.382486,35001.80238,10934.91594,22324.18409,1742.702363,0.12,0.275,0.352,0.126,0.259,0.28,0.177,10.3
293,North Carolina,2012,FALSE,37378,7.25,7.25,7.25,229.594,7.25,7.25,44446,3834.284399,3535.362446,49.13644997,203.5213293,NA,963.4437122,2319.260955,33707.60468,10188.68397,21865.30991,1653.610801,0.121,0.276,0.35,0.132,0.361,0.274,0.18,9.3
294,North Carolina,2013,FALSE,37176,7.25,7.25,7.25,232.957,7.25,7.25,48840,3774.628215,3410.222667,47.01024488,181.7458711,256.2718317,941.7279077,2165.212683,31031.93986,9156.539749,20412.70121,1462.698894,0.125,0.28,0.328,0.146,0.288,0.252,0.18,8
295,North Carolina,2014,FALSE,37348,7.25,7.25,7.25,236.736,7.25,7.25,48490,3755.84626,3295.164785,51.28739404,174.9805208,243.3637129,846.3425652,2154.171113,28730.69532,7982.028093,19377.98649,1370.680747,0.118,0.271,0.328,0.112,0.283,0.261,0.174,6.3
296,North Carolina,2015,FALSE,36888,7.25,7.25,7.25,237.017,7.25,7.25,52559,3673.078489,3470.346224,51.47965677,193.0736064,267.2560905,878.7388221,2272.871655,27500.59197,7452.20308,18710.61483,1337.774059,0.116,0.249,0.327,0.117,0.259,0.224,0.167,5.7
297,North Carolina,2016,FALSE,35970,7.25,7.25,7.25,240.007,7.25,7.25,54920,3541.508458,3718.436195,66.75403766,NA,280.3078838,919.1971911,2452.177083,27347.98712,7096.99785,18744.00211,1506.987169,0.11,0.244,0.278,0.113,0.236,0.21,0.157,5.1
298,North Dakota,2008,FALSE,1379,5.85,5.85,5.85,215.303,5.85,5.85,56645,2149.71293,2246.364273,17.14781888,515.9934589,NA,113.7991616,1599.423833,20310.81201,3641.573172,15249.08766,1420.151181,0.095,NA,NA,NA,0.342,NA,0.116,3.2
299,North Dakota,2009,FALSE,1436,6.55,6.55,6.55,214.537,6.55,6.55,57351,2220.009771,2663.702531,18.55161368,457.6064708,NA,165.4185553,2022.125891,19808.48551,3750.517899,14646.499,1411.468608,0.094,0.755,NA,NA,0.274,NA,0.111,4.1
300,North Dakota,2010,FALSE,1416,7.25,7.25,7.25,218.056,7.25,7.25,57469,2098.931413,2294.59451,14.82296195,363.1625679,NA,133.4066576,1783.202323,17802.37731,2964.592391,13543.74034,1294.044579,0.101,NA,0.265,NA,0.438,NA,0.123,3.8
301,North Dakota,2011,FALSE,1385,7.25,7.25,7.25,224.939,7.25,7.25,61562,2022.665537,2481.233753,35.04979992,388.4686158,NA,132.897158,1924.818179,19473.08467,3589.683676,14444.89879,1438.502205,0.088,NA,NA,NA,0.399,NA,0.11,3.5
302,North Dakota,2012,FALSE,1413,7.25,7.25,7.25,229.594,7.25,7.25,59649,2014.700326,2456.708182,35.64579487,397.8070707,NA,181.0806379,1842.174679,20385.11717,3463.345429,15237.86439,1683.907349,0.084,0.625,0.123,NA,0.355,NA,0.107,3.1
303,North Dakota,2013,FALSE,1576,7.25,7.25,7.25,232.957,7.25,7.25,62347,2177.225612,2733.96541,22.10381332,397.8686398,490.4283581,222.4196216,1999.013617,21214.13484,4115.453743,15116.24534,1982.435757,0.092,NA,0.202,NA,0.388,NA,0.12,2.9
304,North Dakota,2014,FALSE,1696,7.25,7.25,7.25,236.736,7.25,7.25,62944,2293.49734,2650.504001,29.75055512,373.2342369,484.1226697,233.9475471,1902.68323,21102.60966,3660.670578,15394.55998,2047.379111,0.089,NA,0.195,0.454,0.397,NA,0.121,2.7
305,North Dakota,2015,FALSE,1772,7.25,7.25,7.25,237.017,7.25,7.25,59406,2341.044777,2393.890032,27.74375865,364.6322565,455.7903206,195.5274419,1714.828511,21164.52445,3959.430698,15113.7428,2091.350949,0.099,NA,NA,NA,0.378,0.205,0.118,2.8
306,North Dakota,2016,FALSE,1639,7.25,7.25,7.25,240.007,7.25,7.25,61478,2169.286399,2521.348743,21.17668236,NA,471.1811824,239.5612191,1789.429659,23097.14274,4298.866518,16212.07389,2586.202333,0.085,NA,0.272,NA,0.383,NA,0.116,3.1
307,Ohio,2008,FALSE,50884,7,5.85,7,215.303,7,7,53567,4430.123517,3520.487275,47.62356661,394.4833278,NA,1628.60409,1449.776291,34099.77964,8917.708741,22705.036,2477.034906,0.105,0.294,0.251,0.13,0.28,0.262,0.134,6.4
308,Ohio,2009,FALSE,50783,7.3,6.55,7.3,214.537,7.3,7.3,52545,4399.598186,3318.563466,45.65677971,356.8506179,NA,1530.844967,1385.211102,32613.49543,9010.846301,21639.49424,1963.154892,0.122,0.323,0.294,0.095,0.295,0.28,0.153,10.3
309,Ohio,2010,FALSE,51709,7.3,7.25,7.3,218.056,7.3,7.3,51701,4481.638361,3146.654593,41.51510907,323.2804945,NA,1428.847783,1353.011206,32660.517,9284.563798,21544.6082,1831.344999,0.126,0.334,0.32,0.129,0.21,0.244,0.159,10.3
310,Ohio,2011,FALSE,50961,7.4,7.25,7.4,224.939,7.4,7.4,48768,4415.645879,3051.553474,43.32377582,318.7763425,NA,1385.580998,1303.872357,32975.63202,9782.595228,21379.76348,1813.273313,0.128,0.357,0.291,0.109,0.248,0.33,0.164,8.8
311,Ohio,2012,FALSE,50872,7.7,7.25,7.7,229.594,7.7,7.7,47465,4403.34662,3014.533589,41.37442373,330.0432588,NA,1332.637297,1310.478609,32063.88003,9115.529942,21238.75544,1709.594651,0.126,0.357,0.285,0.136,0.173,0.311,0.163,7.4
312,Ohio,2013,FALSE,51711,7.85,7.25,7.85,232.957,7.85,7.85,53489,4468.629248,2914.101748,41.3065843,310.5771213,379.4502336,1251.554938,1241.789992,29244.19753,7871.583187,19685.35271,1687.261628,0.123,0.334,0.251,0.106,0.312,0.277,0.156,7.5
313,Ohio,2014,FALSE,51521,7.25,7.25,7.25,236.736,7.25,7.95,51454,4443.701542,2848.847304,40.02013772,353.367466,434.8739965,1099.950035,1274.003134,27990.63632,6800.404652,19636.43257,1553.799097,0.122,0.342,0.284,0.146,0.258,0.299,0.159,5.8
314,Ohio,2015,FALSE,52240,7.25,7.25,7.25,237.017,7.25,8.1,55150,4498.243111,2918.863801,43.05362855,357.689546,443.3662668,1080.990506,1351.4534,25877.38344,5967.491238,18426.35027,1483.541932,0.113,0.323,0.267,0.151,0.319,0.29,0.149,4.9
315,Ohio,2016,FALSE,52172,7.25,7.25,7.25,240.007,7.25,8.1,55146,4488.858473,3076.690373,58.76505284,NA,495.0719093,1081.862042,1440.991369,25893.19009,5771.623001,18421.25233,1700.31475,0.11,0.306,0.259,0.154,0.303,0.261,0.144,5
316,Oklahoma,2008,FALSE,23676,2,5.85,5.85,215.303,2,5.85,52627,6500.179417,5314.959171,59.02764718,403.8589256,NA,1015.275531,3836.797067,34739.82947,9676.965024,22036.5307,3026.333743,0.126,0.279,0.269,0.211,0.195,0.214,0.159,3.7
317,Oklahoma,2009,FALSE,24053,2,6.55,6.55,214.537,2,6.55,52544,6523.643563,5033.834637,63.46537205,416.3219918,NA,910.7552108,3643.292063,35895.90594,10325.59906,22731.72319,2838.583692,0.128,0.308,0.302,0.178,0.202,0.211,0.165,6.4
318,Oklahoma,2010,FALSE,24147,2,7.25,7.25,218.056,2,7.25,48565,6421.760212,4813.594228,51.85916434,390.6723714,NA,889.5841267,3481.478566,34430.23001,10065.46488,21622.0802,2742.684932,0.128,0.302,0.311,0.16,0.242,0.222,0.171,6.8
319,Oklahoma,2011,FALSE,23750,2,7.25,7.25,224.939,2,7.25,52927,6276.156709,4574.591528,56.02295673,372.6055141,NA,868.8843477,3277.078709,33724.23439,9635.420039,21157.65098,2931.163377,0.134,0.349,0.285,0.168,0.214,0.233,0.176,5.9
320,Oklahoma,2012,FALSE,24370,2,7.25,7.25,229.594,2,7.25,51778,6386.636546,4743.984192,57.65531556,425.0769174,NA,851.2021133,3410.049846,34322.99556,9459.140726,21786.10926,3077.745572,0.132,0.289,0.299,0.141,0.227,0.238,0.173,5.2
321,Oklahoma,2013,FALSE,25364,2,7.25,7.25,232.957,2,7.25,48655,6582.720799,4460.543383,51.38695467,445.0940771,600.5525914,784.559414,3024.044423,32809.27291,8697.371843,21183.88277,2928.018296,0.131,0.317,0.234,0.179,0.222,0.224,0.167,5.3
322,Oklahoma,2014,FALSE,26493,2,7.25,7.25,236.736,2,7.25,48920,6831.524392,4059.771261,45.12576034,329.2891197,458.2198635,785.9618143,2770.463823,29907.29106,7608.976777,19569.36616,2728.948124,0.129,0.298,0.274,0.144,0.217,0.174,0.165,4.5
323,Oklahoma,2015,FALSE,27321,2,7.25,7.25,237.017,2,7.25,48710,6985.077741,4220.039281,59.82607486,345.6617659,472.7282582,768.2792947,2919.205653,28859.17811,7262.476421,18924.98168,2671.72001,0.125,0.287,0.252,0.183,0.201,0.226,0.163,4.4
324,Oklahoma,2016,FALSE,26367,2,7.25,7.25,240.007,2,7.25,52039,6724.205073,4553.444896,62.9908087,NA,535.5493857,809.4446429,3145.460059,30095.32524,7491.570835,19473.08571,3130.668695,0.122,0.288,0.259,0.157,0.228,0.198,0.161,4.8
325,Oregon,2008,FALSE,13541,7.95,5.85,7.95,215.303,7.95,7.95,59037,3572.766658,2614.470483,22.95478172,312.1322618,NA,700.7804626,1578.602977,33025.59854,5571.151908,24452.64719,3001.799444,0.114,0.276,0.266,0.127,0.232,0.151,0.136,6.5
326,Oregon,2009,FALSE,13735,8.4,6.55,8.4,214.537,8.4,8.4,56232,3590.232998,2605.565528,23.00258492,314.1943985,NA,653.221133,1615.147411,30002.68973,5159.636632,22235.13504,2607.918065,0.126,0.241,0.255,0.16,0.259,0.169,0.146,11.3
327,Oregon,2010,FALSE,13859,8.4,7.25,8.4,218.056,8.4,8.4,57014,3610.682974,2513.591841,25.01086409,322.7964647,NA,630.7427289,1535.041784,30392.62888,5219.71523,22794.79732,2378.116328,0.132,0.376,0.295,0.161,0.206,0.204,0.159,10.6
328,Oregon,2011,FALSE,13728,8.5,7.25,8.5,224.939,8.5,8.5,56281,3548.910884,2492.872061,21.7153638,320.3016161,NA,578.3008193,1572.554262,31505.11513,5352.320144,23798.74614,2354.048843,0.142,0.336,0.294,0.196,0.305,0.206,0.17,9.5
329,Oregon,2012,FALSE,14123,8.8,7.25,8.8,229.594,8.8,8.8,55380,3621.466839,2471.408156,23.33452399,297.1946517,NA,620.2880609,1530.59092,32416.26945,5654.391083,24133.02627,2628.852088,0.141,0.388,0.296,0.153,0.339,0.191,0.168,8.8
330,Oregon,2013,FALSE,14605,8.95,7.25,8.95,232.957,8.95,8.95,51646,3718.112823,2427.656548,20.87540236,254.5780776,372.7023056,609.4599177,1424.618922,31843.38968,5297.260638,24022.75113,2523.377905,0.142,0.32,0.267,0.187,0.229,0.211,0.165,7.9
331,Oregon,2014,FALSE,14492,9.1,7.25,9.1,236.736,9.1,9.1,61022,3650.158089,2323.285827,20.40179445,264.9714539,367.2323001,527.1722937,1408.479439,28790.45821,4339.789116,22045.52421,2405.144879,0.132,0.388,0.261,0.175,0.282,0.277,0.161,6.8
332,Oregon,2015,FALSE,14655,9.25,7.25,9.25,237.017,9.25,9.25,62944,3637.399767,2598.178148,24.57199433,288.9070849,395.3857269,532.6414124,1645.579014,29466.28884,4551.031192,22297.47154,2617.786103,0.127,0.359,0.258,0.142,0.246,0.175,0.151,5.6
333,Oregon,2016,FALSE,14579,9.75,7.25,9.75,240.007,9.75,9.75,60407,3568.046806,2687.96612,28.38969953,NA,436.6139997,564.6123864,1658.350035,29788.62645,4140.735572,22395.31237,3252.578507,0.111,0.257,0.231,0.149,0.242,0.177,0.134,4.8
334,Pennsylvania,2008,FALSE,48736,7.15,5.85,7.15,215.303,7.15,7.15,58666,3915.079346,4100.486501,56.63433475,279.9583782,NA,1516.113191,2247.780597,24123.33464,4714.466956,17602.03157,1806.83611,0.09,0.276,0.271,0.146,0.208,0.253,0.12,5.3
335,Pennsylvania,2009,FALSE,50485,7.15,6.55,7.15,214.537,7.15,7.15,55172,4005.230719,3822.998077,52.67848267,287.668943,NA,1388.680965,2093.969686,21990.25178,4345.34014,16231.00213,1413.909515,0.093,0.289,0.279,0.134,0.177,0.243,0.125,8
336,Pennsylvania,2010,FALSE,48087,7.25,7.25,7.25,218.056,7.25,7.25,54436,3781.101678,3665.121788,51.34567338,273.0048668,NA,1287.573356,2053.197892,21730.77852,4340.871738,16075.20592,1314.700856,0.096,0.28,0.325,0.143,NA,0.267,0.132,8.5
337,Pennsylvania,2011,FALSE,49710,7.25,7.25,7.25,224.939,7.25,7.25,54516,3900.67505,3624.387042,50.14144753,262.0067188,NA,1268.445226,2043.79365,22241.3023,4548.511968,16368.8678,1323.92254,0.097,0.299,0.338,0.164,0.236,0.256,0.136,7.9
338,Pennsylvania,2012,FALSE,50228,7.25,7.25,7.25,229.594,7.25,7.25,55518,3934.983617,3555.492882,55.38809861,264.0923344,NA,1232.718149,2003.294299,21666.53936,4468.652256,16013.89795,1183.989157,0.1,0.291,0.352,0.168,0.198,0.229,0.139,7.8
339,Pennsylvania,2013,FALSE,49971,7.25,7.25,7.25,232.957,7.25,7.25,58135,3909.69742,3350.599188,47.80422893,213.4368846,296.9182468,1153.169444,1852.707268,20590.71318,4068.445015,15445.22559,1077.042578,0.098,0.283,0.348,0.191,NA,0.234,0.138,7.4
340,Pennsylvania,2014,FALSE,49174,7.25,7.25,7.25,236.736,7.25,7.25,57185,3845.561608,3140.951243,48.01673297,217.9521739,299.283448,1058.401407,1735.249655,19317.42885,3575.447934,14722.21186,1019.769052,0.099,0.283,0.302,0.153,0.23,0.234,0.135,5.9
