,jurisdiction,year,includes_jails,prisoner_count,State.Min.Wage,Fed.Min.Wage,Eff.Min.Wage,CPI.Average,DOL.Low.Value,DOL.High.Value,median_income,prisoner_count_per_milion,violent_crime_per_million,murder_manslaughter_per_million,rape_legacy_per_million,rape_revised_per_million,robbery_per_million,agg_assault_per_million,property_crime_per_million,burglary_per_million,larceny_per_million,vehicle_theft_per_million,White,Black,Hispanic,Asian.Native.Hawaiian.and.Pacific.Islander,American.Indian.Alaska.Native,Multiple.Races,Total,unemployment_rate
439,Wisconsin,2014,FALSE,22572,7.25,7.25,7.25,236.736,7.25,7.25,60198,3920.408006,2902.963823,28.65795326,202.8635722,290.7479622,879.8860073,1703.6719,20883.48475,3684.891735,15475.81581,1722.777202,0.095,0.351,0.274,0.213,0.317,0.247,0.129,5.4
440,Wisconsin,2015,FALSE,22914,7.25,7.25,7.25,237.017,7.25,7.25,57347,3970.310519,3057.697029,41.58481821,212.0825729,308.4207351,906.5490371,1801.142439,19739.62013,3388.123064,14448.12528,1903.371784,0.088,0.32,0.227,0.15,0.22,0.187,0.116,4.6
441,Wisconsin,2016,FALSE,23163,7.25,7.25,7.25,240.007,7.25,7.25,61103,4012.356318,3068.812526,40.18765556,NA,347.3114199,815.3590291,1865.954421,19385.52035,3377.495294,14283.07388,1724.951182,0.088,0.313,0.242,0.186,0.271,0.198,0.118,4
442,Wyoming,2008,FALSE,1704,5.15,5.85,5.85,215.303,5.15,5.15,60875,3198.990741,2496.864839,22.52810381,347.3082671,NA,163.3287526,1963.699715,27249.6189,4126.397681,21747.12954,1376.091674,0.097,NA,0.089,NA,NA,NA,0.1,3.1
443,Wyoming,2009,FALSE,1743,5.15,6.55,6.55,214.537,5.15,5.15,60094,3202.454664,2197.438771,20.21055726,316.0196226,NA,143.3112242,1717.897367,26168.99701,3998.015691,20780.12751,1390.853804,0.08,NA,0.217,NA,0.175,0.132,0.098,6.3
444,Wyoming,2010,FALSE,2092,5.15,7.25,7.25,218.056,5.15,5.15,58816,3705.57998,1978.552982,14.17047793,286.9521782,NA,136.3908501,1541.039475,24566.29481,3810.087255,19707.59219,1048.615367,0.091,NA,0.186,NA,0.304,0.273,0.107,6.4
445,Wyoming,2011,FALSE,2162,5.15,7.25,7.25,224.939,5.15,5.15,59539,3810.658564,2194.389413,31.726112,257.3340196,NA,125.1418862,1780.187396,22698.27057,3285.415154,18494.56073,918.2946862,0.106,NA,0.135,NA,0.22,NA,0.113,5.8
446,Wyoming,2012,FALSE,2187,5.15,7.25,7.25,229.594,5.15,5.15,61517,3792.753015,2013.436786,24.27916882,267.070857,NA,105.787807,1616.298953,22929.94072,3685.230982,18231.92156,1012.788185,0.111,NA,0.213,NA,0.317,0.18,0.126,5.3
447,Wyoming,2013,FALSE,2288,5.15,7.25,7.25,232.957,5.15,5.15,71084,3923.027727,2078.107345,29.14837035,246.903843,349.7804442,126.8811415,1572.297389,21962.43975,3353.7772,17617.61796,991.0445919,0.083,NA,0.265,0.494,0.268,NA,0.106,4.7
448,Wyoming,2014,FALSE,2369,5.15,7.25,7.25,236.736,5.15,5.15,57721,4055.444378,1954.967277,27.39008445,215.696915,297.8671684,90.72965473,1538.98037,19647.24995,2891.365789,15723.62035,1032.263808,0.093,NA,0.297,0.278,0.306,NA,0.12,4.1
449,Wyoming,2015,FALSE,2400,5.15,7.25,7.25,237.017,5.15,5.15,63038,4094.815452,2221.437383,27.29876968,213.2716381,295.1679471,100.6642132,1798.306453,19025.53629,3006.277011,15009.2048,1010.054478,0.098,NA,NA,NA,0.144,NA,0.102,4.3
450,Wyoming,2016,FALSE,2352,5.15,7.25,7.25,240.007,5.15,5.15,59073,4021.131456,2446.530235,34.19329469,NA,352.1909354,100.8702193,1959.275786,19592.75786,3027.816245,15197.20983,1367.731788,0.105,NA,0.178,NA,0.216,NA,0.117,5.3
